assembly_accession,assembly_name,organism_name,organism_taxonomic_id,assembly_release_date,assembly_release_year,checkm_completeness,checkm_completeness_percentile,checkm_contamination,checkm_version,checkm_marker_count,collection_date
GCF_002269255.1,ASM226925v1,Klebsiella quasivariicola,2026240,2017-08-24,2017,97.92,11.111111,0.97,v1.2.3,,2025-01-27
GCA_002504265.1,ASM250426v1,Sphingomonas melonis,152682,2017-10-10,2017,94.29,53.333332,1.22,v1.2.3,,2025-01-27
GCF_002814115.1,ASM281411v1,Enterococcus faecalis ARO1/DG,565651,2017-12-07,2017,99.33,49.6419,0.09,v1.2.2,,2025-01-27
GCF_001931535.1,ASM193153v1,Minicystis rosea,888845,2017-01-04,2017,,,,,,2025-01-27
GCF_002243385.1,ASM224338v1,Mogibacterium pumilum,86332,2017-08-08,2017,96.44,100.0,1.82,v1.2.3,,2025-01-27
GCA_900187075.1,50432_F01,Mammaliicoccus stepanovicii,643214,2017-08-15,2017,98.02,100.0,1.86,v1.2.3,,2025-01-27
GCA_002072755.1,ASM207275v1,Mammaliicoccus sciuri,1296,2017-03-27,2017,86.64,1.572327,2.83,v1.2.2,,2025-01-27
GCA_002105535.1,ASM210553v1,Magnetospirillum sp. ME-1,1639348,2017-04-24,2017,97.48,100.0,1.78,v1.2.2,,2025-01-27
GCA_002313045.1,ASM231304v1,Macrococcus sp. IME1552,1898474,2017-09-19,2017,92.4,100.0,2.39,v1.2.2,,2025-01-27
GCF_002386305.1,ASM238630v1,Morganella morganii,582,2017-09-28,2017,89.49,28.609625,6.18,v1.2.2,,2025-01-27
GCA_003431825.1,ASM343182v1,Blastomonas fulva,1550728,2017-08-03,2017,99.18,75.0,1.58,v1.2.2,,2025-01-27
GCF_002002905.1,ASM200290v1,Aquaspirillum sp. LM1,1938604,2017-02-17,2017,99.1,100.0,2.03,v1.2.3,,2025-01-27
GCF_002155145.1,ASM215514v1,Kushneria konosiri,698828,2017-05-22,2017,98.62,100.0,1.02,v1.2.2,,2025-01-27
GCA_002250015.1,ASM225001v1,Kosakonia cowanii,208223,2017-08-14,2017,98.67,42.105263,,v1.2.2,,2025-01-27
GCF_001975225.1,ASM197522v1,Kosakonia cowanii JCM 10956 = DSM 18146,1300165,2017-01-30,2017,99.59,47.36842,,v1.2.2,,2025-01-27
GCA_000280495.2,ASM28049v2,Kosakonia radicincitans DSM 16656,1177180,2017-04-03,2017,99.17,29.411764,1.03,v1.2.3,,2025-01-27
GCF_002157205.1,ASM215720v1,Kushneria marisflavi,157779,2017-05-24,2017,98.83,50.0,0.88,v1.2.3,,2025-01-27
GCF_002804065.1,ASM280406v1,Kyrpidia spormannii,2055160,2017-12-04,2017,98.17,60.0,0.52,v1.2.3,,2025-01-27
GCF_900187095.1,51699_A01,Legionella waltersii,66969,2017-08-15,2017,99.29,100.0,1.07,v1.2.3,,2025-01-27
GCF_002204775.1,ASM220477v1,Enterobacter cloacae complex sp.,2027919,2017-06-20,2017,99.72,100.0,0.68,v1.2.2,,2025-01-27
GCA_002706665.1,ASM270666v1,Bifidobacterium pseudolongum subsp. globosum DSM 20092,1410605,2017-10-25,2017,99.42,100.0,5.0,v1.2.2,,2025-01-27
GCA_900186965.1,50592_C01,Legionella spiritensis,452,2017-08-15,2017,99.04,50.0,1.1,v1.2.3,,2025-01-27
GCA_002119825.1,ASM211982v1,Macrococcoides caseolyticum,69966,2017-05-09,2017,92.96,90.47619,1.72,v1.2.2,,2025-01-27
GCA_002119805.1,ASM211980v1,Macrococcoides canis,1855823,2017-05-09,2017,91.72,17.391304,1.74,v1.2.3,,2025-01-27
GCF_002163715.1,ASM216371v1,Curvibacter sp. AEP1-3,1844971,2017-06-02,2017,61.98,100.0,7.32,v1.2.2,,2025-01-27
GCA_002356475.1,E_cloacae_1.0,Enterobacter cloacae subsp. cloacae,336306,2017-07-29,2017,,,,,,2025-01-27
GCA_002025645.1,ASM202564v1,Curtobacterium pusillum,69373,2017-03-13,2017,,,,,,2025-01-27
GCA_002216145.1,ASM221614v1,Neisseria chenwenguii,1853278,2017-07-10,2017,96.07,100.0,2.1,v1.2.3,,2025-01-27
GCA_002222595.2,ASM222259v2,Blautia hansenii DSM 20583,537007,2017-08-30,2017,90.3,75.0,1.82,v1.2.2,,2025-01-27
GCA_002211745.1,ASM221174v1,Kluyvera genomosp. 3,2774055,2017-06-30,2017,46.5,50.0,,v1.2.3,,2025-01-27
GCA_900155405.1,PRJEB18760,Negativicoccus massiliensis,1702287,2017-01-05,2017,,,,,,2025-01-27
GCF_002173515.1,ASM217351v1,Komagataeibacter europaeus,33995,2017-06-06,2017,99.49,50.0,1.14,v1.2.3,,2025-01-27
GCF_002009295.1,ASM200929v1,Komagataeibacter nataicola,265960,2017-03-02,2017,99.62,40.0,1.2,v1.2.3,,2025-01-27
GCF_002762195.1,ASM276219v1,Komagataeibacter xylinus,28448,2017-11-08,2017,99.62,41.666668,0.19,v1.2.2,,2025-01-27
GCA_002208095.1,ASM220809v1,Enterobacter cloacae complex sp. ECNIH7,1915310,2017-06-26,2017,99.5,100.0,1.1,v1.2.2,,2025-01-27
GCF_001997885.1,ASM199788v1,Mycobacterium tuberculosis TRS13,1334059,2017-02-13,2017,97.64,86.33294,0.37,v1.2.3,,2025-01-27
GCA_001953215.1,ASM195321v1,Betaproteobacteria bacterium GR16-43,1904640,2017-01-17,2017,,,,,,2025-01-27
GCF_000511285.2,ASM51128v2,Dickeya solani RNS 08.23.3.1.A,1240086,2017-12-07,2017,98.95,100.0,1.41,v1.2.2,,2025-01-27
GCF_002201475.1,ASM220147v1,Acutalibacter muris,1796620,2017-06-20,2017,98.25,100.0,0.22,v1.2.3,,2025-01-27
GCA_002370355.1,ASM237035v1,Latilactobacillus sakei subsp. sakei DSM 20017 = JCM 1157,1423833,2017-05-30,2017,97.86,22.580645,,v1.2.3,,2025-01-27
GCA_004296475.1,ASM429647v1,endosymbiont of Sipalinus gigas,1972134,2017-10-21,2017,42.14,100.0,,v1.2.2,,2025-01-27
GCA_004296495.1,ASM429649v1,endosymbiont of Rhynchophorus ferrugineus,1972133,2017-10-21,2017,31.04,100.0,,v1.2.2,,2025-01-27
GCA_900187065.1,50465_H02,Mycolicibacterium thermoresistibile,1797,2017-08-15,2017,99.64,100.0,0.82,v1.2.3,,2025-01-27
GCA_004296515.1,ASM429651v1,endosymbiont of Pachyrhynchus infernalis,1971488,2017-10-21,2017,40.57,50.0,0.28,v1.2.2,,2025-01-27
GCA_001688725.2,ASM168872v2,Bacteroides caecimuris,1796613,2017-04-05,2017,99.56,94.89796,,v1.2.3,,2025-01-27
GCA_001936235.1,ASM193623v1,Lactobacillus jensenii,109790,2017-01-05,2017,97.6,96.875,1.44,v1.2.2,,2025-01-27
GCA_002846975.1,ASM284697v1,Dickeya solani D s0432-1,1231725,2017-12-21,2017,98.95,100.0,1.41,v1.2.2,,2025-01-27
GCA_002843505.1,ASM284350v1,Bacillus sp. SJ-10,563169,2017-12-17,2017,99.36,100.0,0.59,v1.2.2,,2025-01-27
GCA_004296535.1,ASM429653v1,endosymbiont of Euscepes postfasciatus,650377,2017-10-21,2017,36.58,100.0,,v1.2.3,,2025-01-27
GCA_002119525.1,ASM211952v1,Vibrio syngnathi,3034029,2017-05-09,2017,99.96,100.0,1.24,v1.2.3,,2025-01-27
GCA_002024805.1,ASM202480v1,Elizabethkingia bruuniana,1756149,2017-03-10,2017,93.66,63.636364,3.31,v1.2.2,,2025-01-27
GCF_002022105.1,ASM202210v1,Elizabethkingia meningoseptica,238,2017-03-06,2017,89.98,62.2449,4.0,v1.2.2,,2025-01-27
GCA_002007745.1,ASM200774v1,Mycolicibacterium litorale,758802,2017-02-28,2017,,,,,,2025-01-27
GCA_002354875.1,ASM235487v1,Actinosynnema pretiosum,42197,2017-09-25,2017,98.91,33.333332,0.1,v1.2.3,,2025-01-27
GCA_002263515.1,ASM226351v1,Actinopolyspora erythraea,414996,2017-08-22,2017,97.73,50.0,5.34,v1.2.3,,2025-01-27
GCA_002762335.1,ASM276233v1,Lactobacillus terrae,2269374,2017-11-09,2017,97.13,100.0,0.16,v1.2.2,,2025-01-27
GCA_000219475.3,ASM21947v3,Lactobacillus johnsonii pf01,1037411,2017-11-13,2017,91.6,18.589743,1.51,v1.2.2,,2025-01-27
GCA_002222615.2,ASM222261v2,Bacteroides caccae,47678,2017-08-30,2017,96.52,95.111115,1.01,v1.2.3,,2025-01-27
GCF_002688625.1,ASM268862v1,Xanthomonas citri pv. anacardii CFBP 2913,1437881,2017-10-24,2017,99.14,77.67857,0.58,v1.2.2,,2025-01-27
GCF_002005445.1,ASM200544v1,Acetobacter aceti,435,2017-02-22,2017,97.75,12.5,2.11,v1.2.3,,2025-01-27
GCF_002021755.1,ASM202175v1,Vibrio owensii,696485,2017-03-06,2017,100.0,100.0,1.12,v1.2.2,,2025-01-27
GCF_002278095.1,ASM227809v1,Lactobacillus delbrueckii subsp. lactis DSM 20072,888027,2017-08-30,2017,95.98,26.950356,,v1.2.2,,2025-01-27
GCF_002776835.1,ASM277683v1,Xanthomonas campestris pv. campestris str. CN18,1358019,2017-11-16,2017,99.26,76.253296,3.03,v1.2.2,,2025-01-27
GCF_002158885.1,ASM215888v1,Lactobacillus gasseri,1596,2017-05-30,2017,95.57,14.233577,0.78,v1.2.2,,2025-01-27
GCA_002741615.1,ASM274161v1,Shigella dysenteriae,622,2017-11-02,2017,94.18,54.430378,0.62,v1.2.2,,2025-01-27
GCA_002776715.1,ASM277671v1,Xanthomonas campestris pv. campestris str. CN17,1358015,2017-11-16,2017,99.04,62.796833,2.14,v1.2.2,,2025-01-27
GCF_002218245.1,ASM221824v1,Xanthomonas citri pv. vignicola,473426,2017-07-13,2017,99.06,73.21429,0.93,v1.2.2,,2025-01-27
GCA_000403555.2,ASM40355v2,Xanthomonas campestris pv. campestris str. CN16,1281284,2017-11-16,2017,97.33,6.8601584,1.81,v1.2.2,,2025-01-27
GCA_002833485.1,ASM283348v1,Bacillus sp. HBCD-sjtu,2053832,2017-12-12,2017,99.41,100.0,,v1.2.3,,2025-01-27
GCF_002706485.1,ASM270648v1,Dickeya dianthicola RNS04.9,1306405,2017-10-25,2017,97.28,100.0,3.58,v1.2.2,,2025-01-27
GCF_002201875.1,ASM220187v1,Bacillus sp. MD-5,2009331,2017-06-20,2017,99.41,100.0,,v1.2.2,,2025-01-27
GCA_002023665.2,ASM202366v2,Elizabethkingia anophelis R26,1246994,2017-09-18,2017,98.88,98.52941,0.62,v1.2.3,,2025-01-27
GCF_001984215.1,ASM198421v1,Mycobacterium sp. MS1601,1936029,2017-02-03,2017,96.15,100.0,4.83,v1.2.2,,2025-01-27
GCF_002335685.1,ASM233568v1,Mycobacterium sp. PYR15,2051552,2017-09-21,2017,99.33,100.0,1.81,v1.2.2,,2025-01-27
GCA_002216685.1,ASM221668v1,Vibrio tarriae,2014742,2017-07-12,2017,98.61,6.6666665,0.03,v1.2.3,,2025-01-27
GCA_002163775.1,ASM216377v1,Xanthomonas citri pv. glycines str. 12-2,1150615,2017-06-02,2017,99.54,92.2619,0.46,v1.2.2,,2025-01-27
GCA_002846995.1,ASM284699v1,Dickeya solani,1089444,2017-12-21,2017,98.95,100.0,1.52,v1.2.2,,2025-01-27
GCF_002287905.1,ASM228790v1,Lactobacillus gasseri DSM 14869,1380360,2017-09-08,2017,94.95,9.489051,3.7,v1.2.2,,2025-01-27
GCA_002240395.1,ASM224039v1,Xanthomonas citri pv. mangiferaeindicae,454594,2017-08-03,2017,,,,,,2025-01-27
GCF_002285715.1,ASM228571v1,Mycobacterium marseillense,701042,2017-09-05,2017,99.04,75.0,,v1.2.2,,2025-01-27
GCF_003584745.1,ASM358474v1,Mycobacterium pseudoshottsii JCM 15466,1136880,2017-10-25,2017,97.05,28.571428,0.84,v1.2.2,,2025-01-27
GCF_002356315.1,ASM235631v1,Mycobacterium shigaense,722731,2017-06-15,2017,98.84,40.0,0.99,v1.2.3,,2025-01-27
GCF_002310475.1,ASM231047v1,Lactococcus raffinolactis,1366,2017-09-18,2017,91.25,65.625,4.42,v1.2.2,,2025-01-27
GCF_002215055.1,ASM221505v1,Laribacter hongkongensis,168471,2017-07-05,2017,93.44,64.0,7.09,v1.2.3,,2025-01-27
GCF_002148215.1,ASM214821v1,Lactococcus lactis subsp. lactis bv. diacetylactis,44688,2017-05-17,2017,98.52,26.641651,0.19,v1.2.2,,2025-01-27
GCA_002844395.1,ASM284439v1,Acetivibrio saccincola,1677857,2017-12-18,2017,98.14,100.0,0.62,v1.2.2,,2025-01-27
GCF_002257545.1,ASM225754v1,Vibrio qinghaiensis,2025808,2017-08-16,2017,99.51,100.0,0.52,v1.2.2,,2025-01-27
GCF_002214395.1,ASM221439v1,Vibrio rotiferianus,190895,2017-07-05,2017,99.61,15.384615,0.08,v1.2.2,,2025-01-27
GCA_003609715.1,ASM360971v1,Mycobacteroides abscessus subsp. bolletii BD,1091046,2017-12-18,2017,98.41,42.43377,0.93,v1.2.2,,2025-01-27
GCF_000195835.3,ASM19583v2,Mycobacterium tuberculosis variant bovis AF2122/97,233413,2017-01-19,2017,95.51,5.8535295,0.37,v1.2.3,,2025-01-27
GCA_002717025.1,ASM271702v1,Actinoplanes sp. SE50,2033844,2017-10-25,2017,97.09,100.0,0.15,v1.2.3,,2025-01-27
GCA_002022125.1,ASM202212v1,Elizabethkingia ursingii,1756150,2017-03-06,2017,93.26,55.555557,3.93,v1.2.2,,2025-01-27
GCF_001941665.1,ASM194166v1,Mycobacterium tuberculosis variant caprae,115862,2017-01-10,2017,95.55,6.0919085,0.37,v1.2.2,,2025-01-27
GCA_900187145.1,50818_H01,Mycolicibacter terrae,1788,2017-08-15,2017,99.2,100.0,0.78,v1.2.2,,2025-01-27
GCF_002368115.1,ASM236811v1,Dolichospermum compactum NIES-806,1973481,2017-06-25,2017,98.92,100.0,0.31,v1.2.3,,2025-01-27
GCA_002140035.1,ASM214003v1,Mycobacteroides abscessus subsp. massiliense,1962118,2017-05-15,2017,98.41,42.43377,1.2,v1.2.2,,2025-01-27
GCA_002237535.1,ASM223753v1,Bacterioplanes sanyensis,1249553,2017-07-31,2017,99.02,100.0,2.26,v1.2.2,,2025-01-27
GCA_001997775.1,ASM199777v1,Mycobacterium tuberculosis TRS17,1334063,2017-02-13,2017,97.78,97.48378,0.37,v1.2.3,,2025-01-27
GCF_001998265.1,ASM199826v1,Mycobacterium tuberculosis TRS18,1334064,2017-02-13,2017,97.51,66.7991,0.37,v1.2.2,,2025-01-27
GCF_001989575.1,ASM198957v1,Abyssicoccus albus,1817405,2017-02-07,2017,94.03,50.0,0.75,v1.2.3,,2025-01-27
GCF_002334685.1,ASM233468v1,Desulfovibrio sp. G11,631220,2017-09-21,2017,96.53,50.0,0.45,v1.2.2,,2025-01-27
GCA_003431405.1,ASM343140v1,Actinobacillus pleuropneumoniae,715,2017-08-16,2017,98.56,47.42268,1.12,v1.2.3,,2025-01-27
GCF_001997975.1,ASM199797v1,Mycobacterium tuberculosis TRS19,1334065,2017-02-13,2017,97.78,97.48378,0.37,v1.2.2,,2025-01-27
GCF_001998365.1,ASM199836v1,Mycobacterium tuberculosis TRS2,1334048,2017-02-13,2017,97.78,97.48378,0.37,v1.2.2,,2025-01-27
GCA_002216775.1,ASM221677v1,Virgibacillus phasianinus,2017483,2017-07-12,2017,97.26,100.0,0.05,v1.2.2,,2025-01-27
GCF_001997805.1,ASM199780v1,Mycobacterium tuberculosis TRS20,1334066,2017-02-13,2017,97.78,97.48378,0.37,v1.2.3,,2025-01-27
GCA_002224365.1,ASM222436v1,Virgibacillus necropolis,163877,2017-07-24,2017,99.35,100.0,1.94,v1.2.3,,2025-01-27
GCF_002214025.1,ASM221402v1,Listeria monocytogenes serotype 1/2a str. 01-1468,1385997,2017-06-30,2017,99.14,49.605034,0.37,v1.2.3,,2025-01-27
GCF_002213525.1,ASM221352v1,Listeria monocytogenes serotype 1/2a str. 01-5252,1385998,2017-06-30,2017,99.14,49.605034,0.32,v1.2.3,,2025-01-27
GCA_002443115.1,ASM244311v1,Dermabacter jinjuensis,1667168,2017-10-04,2017,94.65,33.333332,5.73,v1.2.3,,2025-01-27
GCA_002213585.1,ASM221358v1,Listeria monocytogenes serotype 1/2a str. 08-6056,1196182,2017-06-30,2017,99.22,74.0199,0.32,v1.2.3,,2025-01-27
GCF_001997725.1,ASM199772v1,Mycobacterium tuberculosis TRS16,1334062,2017-02-13,2017,97.78,97.48378,0.37,v1.2.3,,2025-01-27
GCF_900187045.1,51485_B01,Dermatophilus congolensis,1863,2017-08-15,2017,98.82,100.0,0.45,v1.2.3,,2025-01-27
GCA_002222655.1,ASM222265v1,Vitreoscilla filiformis,63,2017-07-20,2017,93.69,100.0,3.43,v1.2.3,,2025-01-27
GCA_002213565.1,ASM221356v1,Listeria monocytogenes serotype 1/2a str. 04-5457,1196181,2017-06-30,2017,99.22,74.0199,0.32,v1.2.2,,2025-01-27
GCA_002240265.1,ASM224026v1,Listeria monocytogenes serotype 1/2a str. 03-5473,1386000,2017-08-02,2017,99.23,94.61674,0.32,v1.2.2,,2025-01-27
GCF_001997935.1,ASM199793v1,Mycobacterium tuberculosis TRS21,1334067,2017-02-13,2017,96.99,20.791948,0.37,v1.2.2,,2025-01-27
GCF_002213545.1,ASM221354v1,Listeria monocytogenes serotype 1/2a str. 02-5993,1196180,2017-06-30,2017,99.23,94.61674,0.32,v1.2.2,,2025-01-27
GCA_002240245.1,ASM224024v1,Listeria monocytogenes serotype 1/2a str. 01-6771,1385999,2017-08-02,2017,99.14,49.605034,0.32,v1.2.3,,2025-01-27
GCF_002005145.1,ASM200514v1,Desulforamulus ferrireducens,1833852,2017-02-21,2017,100.0,100.0,1.2,v1.2.2,,2025-01-27
GCF_002105755.1,ASM210575v1,Mycobacterium colombiense CECT 3035,1041522,2017-04-24,2017,94.18,9.523809,,v1.2.3,,2025-01-27
GCF_002148175.1,ASM214817v1,Mycobacterium intracellulare subsp. yongonense,1203599,2017-05-17,2017,95.37,18.26087,3.53,v1.2.2,,2025-01-27
GCA_002007565.1,ASM200756v1,Bartonella choladocola,2750995,2017-02-28,2017,96.8,33.333332,6.64,v1.2.2,,2025-01-27
GCF_002085625.1,ASM208562v1,Mycobacterium kansasii,1768,2017-04-11,2017,98.79,48.88889,0.38,v1.2.2,,2025-01-27
GCF_002157835.1,ASM215783v1,Mycobacterium dioxanotrophicus,482462,2017-05-25,2017,99.39,100.0,3.89,v1.2.3,,2025-01-27
GCF_002202015.1,ASM220201v1,Bacillus sonorensis,119858,2017-06-20,2017,97.72,5.263158,0.21,v1.2.2,,2025-01-27
GCF_002000965.1,ASM200096v1,Mycobacterium tuberculosis TRS22,1334068,2017-02-13,2017,97.78,97.48378,0.37,v1.2.3,,2025-01-27
GCF_002269275.1,ASM226927v1,Bacillus sp. 1s-1,2026248,2017-08-24,2017,99.41,100.0,,v1.2.2,,2025-01-27
GCF_001999205.1,ASM199920v1,Bacillus sp. 275,1941347,2017-02-14,2017,99.41,100.0,,v1.2.2,,2025-01-27
GCF_002285675.1,ASM228567v1,Mycobacterium intracellulare,1767,2017-09-05,2017,97.76,97.391304,1.96,v1.2.2,,2025-01-27
GCF_001952955.1,ASM195295v1,Vibrio fluvialis,676,2017-01-17,2017,99.93,98.31933,2.81,v1.2.2,,2025-01-27
GCA_001998225.1,ASM199822v1,Mycobacterium tuberculosis TRS15,1334061,2017-02-13,2017,97.78,97.48378,0.37,v1.2.2,,2025-01-27
GCA_003433475.1,ASM343347v1,Listeria monocytogenes serotype 1/2a str. 10-0819,1386004,2017-08-02,2017,99.12,45.479813,0.35,v1.2.2,,2025-01-27
GCF_001969245.1,ASM196924v1,Delftia acidovorans,80866,2017-01-23,2017,96.54,93.61702,2.44,v1.2.2,,2025-01-27
GCA_002214045.1,ASM221404v1,Listeria monocytogenes serotype 1/2a str. 10-0814,1196187,2017-06-30,2017,99.22,74.0199,0.32,v1.2.2,,2025-01-27
GCA_002214145.1,ASM221414v1,Listeria monocytogenes serotype 1/2a str. 10-0813,1196166,2017-07-03,2017,99.04,33.42598,0.32,v1.2.2,,2025-01-27
GCA_002214125.1,ASM221412v1,Listeria monocytogenes serotype 1/2a str. 10-0812,1196165,2017-07-03,2017,99.04,33.42598,0.32,v1.2.2,,2025-01-27
GCA_002213625.1,ASM221362v1,Listeria monocytogenes serotype 1/2a str. 08-7669,1196186,2017-06-30,2017,99.23,94.61674,0.32,v1.2.2,,2025-01-27
GCF_001998145.1,ASM199814v1,Mycobacterium tuberculosis TRS14,1334060,2017-02-13,2017,97.64,86.33294,0.37,v1.2.2,,2025-01-27
GCA_003609735.1,ASM360973v1,Mycoplasmopsis bovirhinis,29553,2017-08-23,2017,92.95,33.333332,,v1.2.3,,2025-01-27
GCA_002022545.1,ASM202254v1,Bartonella sp. CDC_skunk,1933905,2017-03-07,2017,97.86,100.0,0.66,v1.2.3,,2025-01-27
GCA_002022485.1,ASM202248v1,Bartonella sp. A1379B,1933910,2017-03-07,2017,97.06,100.0,0.31,v1.2.2,,2025-01-27
GCA_002022625.1,ASM202262v1,Bartonella sp. 11B,1933908,2017-03-07,2017,97.72,100.0,0.84,v1.2.3,,2025-01-27
GCA_002022645.1,ASM202264v1,Bartonella sp. 114,1933909,2017-03-07,2017,93.56,100.0,0.49,v1.2.3,,2025-01-27
GCA_002810325.1,ASM281032v1,Bartonella sp. 1-1C,515256,2017-10-25,2017,98.08,100.0,0.24,v1.2.3,,2025-01-27
GCF_002022565.1,ASM202256v1,Bartonella sp. Coyote22sub2,1933911,2017-03-07,2017,97.44,100.0,0.31,v1.2.3,,2025-01-27
GCA_002022685.1,ASM202268v1,Bartonella schoenbuchensis R1,687861,2017-03-07,2017,86.36,14.285714,,v1.2.2,,2025-01-27
GCA_002953995.1,ASM295399v1,Listeria monocytogenes serotype 1/2a str. 08-7362,1386001,2017-08-02,2017,99.23,94.61674,0.32,v1.2.2,,2025-01-27
GCA_002213605.1,ASM221360v1,Listeria monocytogenes serotype 1/2a str. 08-7374,1196185,2017-06-30,2017,99.22,74.0199,0.32,v1.2.2,,2025-01-27
GCA_003433455.1,ASM343345v1,Listeria monocytogenes serotype 1/2a str. 08-7364,1386003,2017-08-02,2017,99.23,94.61674,0.32,v1.2.2,,2025-01-27
GCA_003433435.1,ASM343343v1,Listeria monocytogenes serotype 1/2a str. 08-7363,1386002,2017-08-02,2017,99.23,94.61674,0.32,v1.2.2,,2025-01-27
GCA_002022505.1,ASM202250v1,Bartonella sp. WD16.2,1933904,2017-03-07,2017,92.66,100.0,,v1.2.2,,2025-01-27
GCA_002022585.1,ASM202258v1,Bartonella sp. Raccoon60,1933912,2017-03-07,2017,95.66,100.0,0.66,v1.2.2,,2025-01-27
GCA_002022665.1,ASM202266v1,Bartonella sp. JB63,1933907,2017-03-07,2017,95.69,100.0,0.13,v1.2.2,,2025-01-27
GCA_002022605.1,ASM202260v1,Bartonella sp. JB15,1933906,2017-03-07,2017,91.92,100.0,0.13,v1.2.2,,2025-01-27
GCA_001998485.1,ASM199848v1,Mycobacterium tuberculosis TRS28,1334074,2017-02-13,2017,97.78,97.48378,0.37,v1.2.2,,2025-01-27
GCF_002000945.1,ASM200094v1,Mycobacterium tuberculosis TRS29,1334075,2017-02-13,2017,97.51,66.7991,0.37,v1.2.3,,2025-01-27
GCF_001998455.1,ASM199845v1,Mycobacterium tuberculosis TRS4,1334050,2017-02-13,2017,97.78,97.48378,0.37,v1.2.2,,2025-01-27
GCA_900187355.1,51342_E02,Legionella lansingensis,45067,2017-08-15,2017,99.56,50.0,0.11,v1.2.3,,2025-01-27
GCF_001998075.1,ASM199807v1,Mycobacterium tuberculosis TRS5,1334051,2017-02-13,2017,97.51,66.7991,0.37,v1.2.2,,2025-01-27
GCA_002240035.1,ASM224003v1,Legionella clemsonensis,1867846,2017-08-02,2017,98.45,100.0,1.43,v1.2.3,,2025-01-27
GCF_002075105.1,ASM207510v1,Lactobacillus amylolyticus,83683,2017-03-30,2017,98.71,88.888885,0.81,v1.2.2,,2025-01-27
GCF_001998425.1,ASM199842v1,Mycobacterium tuberculosis TRS6,1334052,2017-02-13,2017,97.78,97.48378,0.37,v1.2.2,,2025-01-27
GCF_002442555.1,ASM244255v1,Ectopseudomonas mendocina,300,2017-10-04,2017,98.22,86.206894,3.69,v1.2.0,,2025-01-27
GCF_002196515.1,ASM219651v1,Vibrio gazogenes,687,2017-06-15,2017,91.75,33.333332,3.53,v1.2.2,,2025-01-27
GCA_001941865.1,ASM194186v1,Ectopseudomonas alcaliphila JAB1,741155,2017-01-10,2017,99.84,100.0,0.6,v1.2.2,,2025-01-27
GCF_002214645.1,ASM221464v1,Diaphorobacter nitroreducens,164759,2017-07-05,2017,98.87,76.92308,0.25,v1.2.2,,2025-01-27
GCF_000240095.2,ASM24009v3,Elizabethkingia anophelis Ag1,1117646,2017-09-18,2017,98.88,98.52941,0.62,v1.2.3,,2025-01-27
GCF_001998025.1,ASM199802v1,Mycobacterium tuberculosis TRS7,1334053,2017-02-13,2017,97.51,66.7991,0.37,v1.2.2,,2025-01-27
GCF_000403575.2,ASM40357v2,Xanthomonas campestris pv. campestris str. CN15,1281283,2017-11-16,2017,97.76,9.762533,1.66,v1.2.2,,2025-01-27
GCF_002706375.1,ASM270637v1,Lactobacillus amylovorus DSM 20531,1423723,2017-10-25,2017,83.5,14.5161295,3.91,v1.2.2,,2025-01-27
GCF_001998545.1,ASM199854v1,Mycobacterium tuberculosis TRS8,1334054,2017-02-13,2017,97.76,94.1862,0.37,v1.2.2,,2025-01-27
GCF_002214345.1,ASM221434v1,Vibrio mediterranei,689,2017-07-05,2017,99.65,100.0,2.23,v1.2.2,,2025-01-27
GCF_002776735.1,ASM277673v1,Xanthomonas campestris pv. campestris str. CN03,1358004,2017-11-16,2017,98.61,34.168865,2.33,v1.2.2,,2025-01-27
GCF_002776775.1,ASM277677v1,Xanthomonas campestris pv. campestris str. CN12,1358017,2017-11-16,2017,98.58,32.98153,1.21,v1.2.2,,2025-01-27
GCF_001997425.1,ASM199742v1,Mycobacterium tuberculosis TRS9,1334055,2017-02-13,2017,97.78,97.48378,0.37,v1.2.2,,2025-01-27
GCA_002285515.1,ASM228551v1,Xanthomonas hortorum,56454,2017-09-05,2017,99.57,78.597786,0.85,v1.2.2,,2025-01-27
GCF_000401735.2,ASM40173v2,Xanthomonas campestris pv. campestris str. CN14,1281282,2017-11-16,2017,97.72,9.366755,1.83,v1.2.2,,2025-01-27
GCF_001998705.1,ASM199870v1,Mycobacterium tuberculosis TRS24,1334070,2017-02-13,2017,97.78,97.48378,0.37,v1.2.2,,2025-01-27
GCF_002000905.1,ASM200090v1,Mycobacterium tuberculosis TRS25,1334071,2017-02-13,2017,97.78,97.48378,0.37,v1.2.3,,2025-01-27
GCA_002224265.1,ASM222426v1,Vibrio vulnificus NBRC 15645 = ATCC 27562,1219061,2017-07-24,2017,98.23,34.487022,1.08,v1.2.2,,2025-01-27
GCA_002007505.1,ASM200750v1,Bartonella apihabitans,2750929,2017-02-28,2017,94.0,28.571428,5.19,v1.2.2,,2025-01-27
GCF_001998105.1,ASM199810v1,Mycobacterium tuberculosis TRS23,1334069,2017-02-13,2017,97.64,86.33294,0.37,v1.2.2,,2025-01-27
GCA_002243625.1,ASM224362v1,Aeribacillus pallidus,33936,2017-08-08,2017,99.35,100.0,0.16,v1.2.2,,2025-01-27
GCA_002813025.1,ASM281302v1,Bacillus sp. FJAT-45348,2011012,2017-12-06,2017,99.41,100.0,0.47,v1.2.2,,2025-01-27
GCF_001998735.1,ASM199873v1,Mycobacterium tuberculosis TRS26,1334072,2017-02-13,2017,97.78,97.48378,0.37,v1.2.2,,2025-01-27
